title;rating_x;ratingLevel;release year;user rating score;ageGroup;director;cast;country;date_added;release_year_x;duration;listed_in;imdb_score;imdb_votes;budget;genres;popularity;production_companies;release_date;revenue;runtime_y;type
white chicks;PG-13;crude and sexual humor, language and some drug content;2004;82.0;Teen;;;;;;;;;;37000000;['Comedy'];7.723341;['Columbia Pictures', 'Revolution Studios', 'Wayans Bros. Entertainment', 'Gone North Productions'];2004-06-23;113086475.0;109.0;
lucky number slevin;R;strong violence, sexual content and adult language;2006;;Adult;;;;;;;;;;27000000;['Drama', 'Thriller', 'Crime', 'Mystery'];11.15092;['The Weinstein Company', 'FilmEngine', 'Capitol Films', 'Ascendant Pictures', 'VIP Medienfonds 4', 'The Complex Studio'];2006-02-24;56308881.0;110.0;
grey's anatomy;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2016;98.0;Teen;;Ellen Pompeo, Sandra Oh, Katherine Heigl, Justin Chambers, Patrick Dempsey, Chandra Wilson, T.R. Knight, James Pickens Jr., Isaiah Washington, Sara Ramirez, Eric Dane, Chyler Leigh, Kate Walsh, Kevin McKidd, Jessica Capshaw;United States;;2018.0;15 Seasons;Romantic TV Shows, TV Dramas;7.6;293618.0;;;;;;;;TV Show
prison break;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2008;98.0;Teen;;;;;;;;;;;;;;;;;
how i met your mother;TV-PG;Parental guidance suggested. May not be suitable for all children.;2014;94.0;Parental Guidance;;;;;;;;;;;;;;;;;
supernatural;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2016;95.0;Teen;Phil Sgriccia;Jared Padalecki, Jensen Ackles, Mark Sheppard, Misha Collins, Jim Beaver, Andrea Menard, Samantha Smith, Mark Pellegrino, Alexander Calvert;United States;;2019.0;14 Seasons;Classic & Cult TV, TV Action & Adventure, TV Horror;8.5;428639.0;0;['Mystery', 'Thriller', 'Horror'];1.023885;['Paramount Pictures'];1933-05-12;0.0;65.0;TV Show
breaking bad;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2013;97.0;Adult;;Bryan Cranston, Aaron Paul, Anna Gunn, Dean Norris, Betsy Brandt, R.J. Mitte, Bob Odenkirk, Steven Michael Quezada, Jonathan Banks, Giancarlo Esposito;United States;;2013.0;5 Seasons;Crime TV Shows, TV Dramas, TV Thrillers;9.5;1727694.0;;;;;;;;TV Show
the vampire diaries;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2017;91.0;Teen;;Nina Dobrev, Paul Wesley, Ian Somerhalder, Steven R. McQueen, Sara Canning, Kat Graham, Candice King, Zach Roerig, Michael Trevino, Matthew Davis, Joseph Morgan;United States;;2017.0;8 Seasons;TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy;7.7;310776.0;;;;;;;;TV Show
the walking dead;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2015;98.0;Adult;;Andrew Lincoln, Steven Yeun, Norman Reedus, Chandler Riggs, Melissa McBride, Lauren Cohan, Danai Gurira, Alanna Masterson, Sonequa Martin-Green, Josh McDermitt, Christian Serratos, Seth Gilliam, Ross Marquand, Lennie James, Emily Kinney, Jon Bernthal;United States;;2018.0;9 Seasons;Classic & Cult TV, TV Action & Adventure, TV Dramas;8.199999999999998;945125.0;0;['Drama', 'War'];0.620873;['Savoy Pictures', 'Price Entertainment', 'Jackson/McHenry Company,The'];1995-02-24;0.0;88.0;TV Show
the walking dead;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2015;98.0;Adult;;Andrew Lincoln, Steven Yeun, Norman Reedus, Chandler Riggs, Melissa McBride, Lauren Cohan, Danai Gurira, Alanna Masterson, Sonequa Martin-Green, Josh McDermitt, Christian Serratos, Seth Gilliam, Ross Marquand, Lennie James, Emily Kinney, Jon Bernthal;United States;;2018.0;9 Seasons;Classic & Cult TV, TV Action & Adventure, TV Dramas;8.199999999999998;945125.0;0;['Crime', 'Horror', 'Science Fiction'];1.057723;['Warner Bros.'];1936-03-14;0.0;66.0;TV Show
pretty little liars;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2016;96.0;Teen;;;;;;;;;;;;;;;;;
once upon a time;TV-PG;Parental guidance suggested. May not be suitable for all children.;2016;98.0;Parental Guidance;Mario Van Peebles, Ralph Hemecker, Gwyneth Horder-Payton, Milan Cheylov, Dean White, Michael Waxman, Bryan Spicer;Lana Parrilla, Robert Carlyle, Jared Gilmore, Jennifer Morrison, Ginnifer Goodwin, Josh Dallas, Colin O'Donoghue, Emilie de Ravin;United States;;2018.0;7 Seasons;TV Dramas, TV Sci-Fi & Fantasy;;;0;[];0.204375;[];1922-10-02;0.0;75.0;TV Show
once upon a time;TV-PG;Parental guidance suggested. May not be suitable for all children.;2016;98.0;Parental Guidance;Mario Van Peebles, Ralph Hemecker, Gwyneth Horder-Payton, Milan Cheylov, Dean White, Michael Waxman, Bryan Spicer;Lana Parrilla, Robert Carlyle, Jared Gilmore, Jennifer Morrison, Ginnifer Goodwin, Josh Dallas, Colin O'Donoghue, Emilie de Ravin;United States;;2018.0;7 Seasons;TV Dramas, TV Sci-Fi & Fantasy;;;0;['Adventure', 'Action', 'Comedy', 'Foreign'];0.736211;[];2008-01-31;0.0;110.0;TV Show
sherlock;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2016;95.0;Teen;;Benedict Cumberbatch, Martin Freeman, Una Stubbs, Rupert Graves, Mark Gatiss, Andrew Scott;United Kingdom, United States;;2017.0;4 Seasons;British TV Shows, Crime TV Shows, International TV Shows;;;;;;;;;;TV Show
death note;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2006;77.0;Teen;Adam Wingard;Willem Dafoe, Nat Wolff, Lakeith Stanfield, Margaret Qualley, Shea Whigham, Paul Nakauchi, Jason Liles;United States;August 25, 2017;2017.0;100 min;Horror Movies, Thrillers;9.0;302147.0;20000000;['Fantasy', 'Mystery', 'Thriller'];9.570657;['Warner Bros.'];2006-06-17;27793200.0;126.0;Movie
death note;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2006;77.0;Teen;Adam Wingard;Willem Dafoe, Nat Wolff, Lakeith Stanfield, Margaret Qualley, Shea Whigham, Paul Nakauchi, Jason Liles;United States;August 25, 2017;2017.0;100 min;Horror Movies, Thrillers;4.5;83519.0;20000000;['Fantasy', 'Mystery', 'Thriller'];9.570657;['Warner Bros.'];2006-06-17;27793200.0;126.0;Movie
death note;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2006;77.0;Teen;;Kappei Yamaguchi, Alessandro Juliani, Mamoru Miyano, Brad Swaile, Ai Satou, Saffron Henderson, Akeno Watanabe, Lisa Ann Beley, Aya Hirano, Shannon Chan-Kent, Haruka Kudo, Kelly Metzger, Hideo Ishikawa, Brian Dobson, Hiroki Takahashi, Sam Vincent, Shido Nakamura, Brian Drummond, Naoya Uchida, Chris Britton;Japan;October 15, 2016;2006.0;1 Season;Anime Series, Crime TV Shows, International TV Shows;9.0;302147.0;20000000;['Fantasy', 'Mystery', 'Thriller'];9.570657;['Warner Bros.'];2006-06-17;27793200.0;126.0;TV Show
death note;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2006;77.0;Teen;;Kappei Yamaguchi, Alessandro Juliani, Mamoru Miyano, Brad Swaile, Ai Satou, Saffron Henderson, Akeno Watanabe, Lisa Ann Beley, Aya Hirano, Shannon Chan-Kent, Haruka Kudo, Kelly Metzger, Hideo Ishikawa, Brian Dobson, Hiroki Takahashi, Sam Vincent, Shido Nakamura, Brian Drummond, Naoya Uchida, Chris Britton;Japan;October 15, 2016;2006.0;1 Season;Anime Series, Crime TV Shows, International TV Shows;4.5;83519.0;20000000;['Fantasy', 'Mystery', 'Thriller'];9.570657;['Warner Bros.'];2006-06-17;27793200.0;126.0;TV Show
naruto;TV-PG;Parental guidance suggested. May not be suitable for all children.;2008;88.0;Parental Guidance;Hayato Date;Junko Takeuchi, Chie Nakamura, Noriaki Sugiyama, Kazuhiko Inoue, Toshihiko Seki, Hidekatsu Shibata, Masako Katsuki, Nana Mizuki;Japan;;2008.0;9 Seasons;Anime Series, International TV Shows;8.4;93980.0;;;;;;;;TV Show
the hunter;R;language and brief violence;2011;;Adult;;;;;;;;;;0;['Action', 'Drama', 'Thriller'];5.432879;['Paramount Pictures', 'Rastar Pictures'];1980-08-01;0.0;93.0;
the hunter;R;language and brief violence;2011;;Adult;;;;;;;;;;0;['Drama', 'Thriller', 'Adventure'];10.265386;['Porchlight Films', 'Screen Australia', 'Screen Tasmania', 'Screen NSW', 'Fulcrum Media Finance', 'Madman Entertainment'];2011-10-06;176669.0;102.0;
the hunter;R;language and brief violence;2011;;Adult;;;;;;;;;;0;['Drama', 'Thriller'];0.876263;[];2010-04-08;0.0;90.0;
lottie dottie chicken;TV-Y;Suitable for all ages.;2009;;Kids;;;;;;;;;;;;;;;;;
arrow;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2015;96.0;Teen;James Bamford;Stephen Amell, Katie Cassidy, David Ramsey, Willa Holland, Paul Blackthorne, Emily Bett Rickards, John Barrowman, Colton Haynes, Susanna Thompson, Anna Hopkins, Juliana Harkavy, Adrian Holmes, Kathleen Gati, Echo Kellum, Rick Gonzalez, Dominic Bogart, Manu Bennett;United States;;2019.0;7 Seasons;Crime TV Shows, TV Action & Adventure;7.5;425716.0;;;;;;;;TV Show
black mirror;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2016;80.0;Adult;;Jesse Plemons, Cristin Milioti, Jimmi Simpson, Rosemarie DeWitt, Douglas Hodge, Andrea Riseborough, Brenna Harding, Owen Teague, Andrew Gower, Kiran Sonia Sawar, Georgina Campbell, Joe Cole, Maxine Peake, Jake Davies, Clint Dyer, Letitia Wright, Babs Olusanmokun, Bryce Dallas Howard, Alice Eve, Michael Kelly, Cherry Jones, Gugu Mbatha-Raw, Mackenzie Davis, Wyatt Russell, Benedict Wong, Kelly Macdonald, Faye Marsay, Madeline Brewer, Hannah John-Kamen, Malachi Kirby, Alex Lawther, Jerome Flynn, James Norton, Rory Kinnear, Lindsay Duncan, Daniel Kaluuya, Jessica Brown Findlay, Rupert Everett, Toby Kebbell, Jodie Whittaker, Hayley Atwell, Domhnall Gleeson, Lenora Crichlow, Michael Smiley, Daniel Rigby, Chloe Pirrie, Jason Flemyng, Jon Hamm, Oona Chaplin, Rafe Spall;United Kingdom;;2019.0;5 Seasons;British TV Shows, International TV Shows, TV Dramas;8.8;515577.0;;;;;;;;TV Show
the originals;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2016;74.0;Teen;;Joseph Morgan, Daniel Gillies, Phoebe Tonkin, Charles Michael Davis, Leah Pipes, Danielle Campbell, Claire Holt, Steven Krueger;United States;;2018.0;5 Seasons;TV Dramas, TV Horror, TV Mysteries;8.3;131574.0;;;;;;;;TV Show
the 100;NR;This movie has not been rated.;2016;97.0;Unrated;;Eliza Taylor, Paige Turco, Bob Morley, Marie Avgeropoulos, Christopher Larkin, Henry Ian Cusick, Isaiah Washington, Lindsey Morgan, Devon Bostick, Richard Harmon, Ricky Whittle, Jarod Joseph, Chelsey Reist, Sachin Sahel, Adina Porter;United States;;2019.0;6 Seasons;TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy;7.6;242221.0;;;;;;;;TV Show
masha and the bear;TV-Y;Suitable for all ages.;2013;81.0;Kids;;Alina Kukushkina, Boris Kutnevich, Giselle Nieto, Elsie Fisher;Russia;;2018.0;3 Seasons;Kids' TV;7.6;3114.0;;;;;;;;TV Show
?? pai, ?? - look at this;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2007;;Adult;;;;;;;;;;;;;;;;;
nymphomaniac: volume 1;NR;This movie has not been rated.;2013;;Unrated;Lars von Trier;Charlotte Gainsbourg, Stellan Skarsg├Ñrd, Stacy Martin, Shia LaBeouf, Christian Slater, Uma Thurman, Sophie Kennedy Clark, Connie Nielsen;Denmark, Germany, Belgium, United Kingdom, France;January 1, 2018;2013.0;117 min;Dramas, Independent Movies, International Movies;;;;;;;;;;Movie
hunter x hunter (2011);NR;This movie has not been rated.;2013;57.0;Unrated;;Megumi Han, Mariya Ise, Keiji Fujiwara, Miyuki Sawashiro, Daisuke Namikawa;Japan;;2013.0;3 Seasons;Anime Series, International TV Shows;;;;;;;;;;TV Show
marvel's luke cage;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2016;95.0;Adult;;Mike Colter, Alfre Woodard, Rosario Dawson, Simone Missick, Mahershala Ali, Erik LaRay Harvey, Theo Rossi, Frank Whaley, Frankie Faison, Sonia Braga, Ron Cephas Jones;United States;;2018.0;2 Seasons;Crime TV Shows, TV Action & Adventure, TV Dramas;;;;;;;;;;TV Show
marvel's iron fist;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;98.0;Adult;;Finn Jones, Jessica Henwick, David Wenham, Jessica Stroup, Tom Pelphrey;United States;;2018.0;2 Seasons;Crime TV Shows, TV Action & Adventure, TV Dramas;;;;;;;;;;TV Show
narcos;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2016;94.0;Adult;;Wagner Moura, Pedro Pascal, Boyd Holbrook, Dami├ín Alc├ízar, Alberto Ammann, Francisco Denis, P├¬p├¬ Rapazote, Matias Varela, Michael Stahl-David, Matt Whelan, Arturo Castro, Javier C├ímara, Jos├⌐ Mar├¡a Yazpik, Eric Lange, Brett Cullen, Miguel ├üngel Silvestre, Kerry Bish├⌐, Paulina Gait├ín, Cristina Uma├▒a, Paulina Garc├¡a, Juan Sebasti├ín Calero, Joanna Christie, Taliana Vargas, Andrea Londo, Manolo Cardona, Diego Cata├▒o, Ra├║l M├⌐ndez, Bruno Bichir, Stephanie Sigman, Florencia Lozano, Juan Pablo Raba, Leynar Gomez, Konstantin Melikhov, Martina Garc├¡a, Maurice Compte, Mauricio Cujar, Jorge Monterrosa, Germ├ín Jaramillo, Juan Pablo Shuk, Juli├ín D├¡az, Alejandro Buitrago, Federico Rivera;United States, Colombia, Mexico;;2017.0;3 Seasons;Crime TV Shows, TV Action & Adventure, TV Dramas;8.8;404486.0;;;;;;;;TV Show
the flash;TV-PG;Parental guidance suggested. May not be suitable for all children.;2016;98.0;Parental Guidance;Glen Winter;Grant Gustin, Candice Patton, Danielle Panabaker, Carlos Valdes, Tom Cavanagh, Jesse L. Martin, Neil Sandilands, Britne Oldford, Danielle Nicolet, Keiynan Lonsdale, Kim Engelbrecht;United States;;2019.0;5 Seasons;Crime TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy;7.6;336888.0;;;;;;;;TV Show
the seven deadly sins;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2016;;Teen;;Yuki Kaji, Sora Amamiya, Misaki Kuno, Aoi Yuki, Tatsuhisa Suzuki, Jun Fukuyama, Mamoru Miyano, Maaya Sakamoto;Japan;;2018.0;3 Seasons;Anime Series, International TV Shows;7.9;30341.0;0;[];0.39275;[];1962-03-07;0.0;113.0;TV Show
scream;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2016;;Teen;;Willa Fitzgerald, Bex Taylor-Klaus, John Karna, Amadeus Serafini, Connor Weil, Carlson Young, Jason Wiles, Tracy Middendorf, Tom Maden, Bobby Campo, Santiago Segura, Mike Vaughn;United States;;2019.0;3 Seasons;Crime TV Shows, TV Horror, TV Mysteries;;;14000000;['Crime', 'Horror', 'Mystery'];13.326443;['Woods Entertainment', 'Dimension Films'];1996-12-20;173046663.0;111.0;TV Show
the do-over;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2016;84.0;Adult;Steven Brill;Adam Sandler, David Spade, Paula Patton, Kathryn Hahn, Nick Swardson, Catherine Bell, Michael Chiklis, Natasha Leggero, Sean Astin;United States;May 27, 2016;2016.0;109 min;Action & Adventure, Comedies;5.7;45146.0;0;['Action', 'Adventure', 'Comedy'];11.219246;['Happy Madison Productions', 'Netflix', 'Instinctual VFX'];2016-05-27;0.0;109.0;Movie
opera?∩┐╜?∩┐╜es especiais;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2015;;Adult;;;;;;;;;;;;;;;;;
3%;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2016;;Adult;;Jo├úo Miguel, Bianca Comparato, Michel Gomes, Rodolfo Valente, Vaneza Oliveira, Rafael Lozano, Viviane Porto, Mel Fronckowiak, Sergio Mamberti, Zez├⌐ Motta, Celso Frateschi;Brazil;;2019.0;3 Seasons;International TV Shows, TV Dramas, TV Sci-Fi & Fantasy;;;;;;;;;;TV Show
trollhunters;TV-Y7-FV;Suitable for children ages 7 and older.  Content contains fantasy violence.;2016;83.0;Kids;;Kelsey Grammer, Anton Yelchin, Charlie Saxton, Lexi Medrano, Fred Tatasciore, Clancy Brown, Mark Hamill, Ron Perlman, Steven Yeun, Amy Landecker, Jonathan Hyde, Anjelica Huston, Lena Headey, David Bradley, Tom Kenny, Laraine Newman, Grey Griffin, James Purefoy;United States, Mexico;;2018.0;3 Seasons;Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy;;;;;;;;;;TV Show
fearless;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2016;;Teen;;Adriano Moraes, J.B. Mauney, Silvano Alves, Kaique Pacheco, Guilherme Marchi, Robson Palermo;United States;August 19, 2016;2016.0;1 Season;Docuseries;7.1;299.0;0;['Drama'];9.284624;['Spring Creek Productions', 'Warner Bros.'];1993-10-15;0.0;122.0;TV Show
fearless;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2016;;Teen;;Adriano Moraes, J.B. Mauney, Silvano Alves, Kaique Pacheco, Guilherme Marchi, Robson Palermo;United States;August 19, 2016;2016.0;1 Season;Docuseries;7.1;299.0;0;['Drama', 'Action'];6.187094;['Beijing Film Studio', 'China Film Co-Production Corporation', 'Hero China International', 'Wide River Investments', 'China Film Group Corporation (CFGC)'];2006-01-26;6971266.0;103.0;TV Show
fearless;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2016;;Teen;;Adriano Moraes, J.B. Mauney, Silvano Alves, Kaique Pacheco, Guilherme Marchi, Robson Palermo;United States;August 19, 2016;2016.0;1 Season;Docuseries;4.9;1706.0;0;['Drama'];9.284624;['Spring Creek Productions', 'Warner Bros.'];1993-10-15;0.0;122.0;TV Show
fearless;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2016;;Teen;;Adriano Moraes, J.B. Mauney, Silvano Alves, Kaique Pacheco, Guilherme Marchi, Robson Palermo;United States;August 19, 2016;2016.0;1 Season;Docuseries;4.9;1706.0;0;['Drama', 'Action'];6.187094;['Beijing Film Studio', 'China Film Co-Production Corporation', 'Hero China International', 'Wide River Investments', 'China Film Group Corporation (CFGC)'];2006-01-26;6971266.0;103.0;TV Show
hyena road;R;bloody war violence, language throughout and some sexual material;2015;;Adult;;;;;;;;6.5;7665.0;0;['War', 'Drama'];5.620274;['Rhombus Media', 'International Traders', 'Buffalo Gal Pictures', 'Whizbang Films', 'Triple 7 Films', 'Bron Creative'];2015-10-09;0.0;120.0;MOVIE
santa clarita diet;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;82.0;Adult;;Drew Barrymore, Timothy Olyphant, Liv Hewson, Skyler Gisondo;United States;;2019.0;3 Seasons;TV Comedies, TV Horror, TV Thrillers;7.9;64467.0;;;;;;;;TV Show
sex, love and therapy;NR;This movie has not been rated.;2014;;Unrated;;;;;;;;;;;;;;;;;
white girl;UR;This movie has not been rated. Intended for adults only and may contain sex, violence, drugs, language or other adult themes.;2016;;Unrated;Elizabeth Wood;Morgan Saylor, Brian 'Sene' Marc, Justin Bartha, Chris Noth, Adrian Martinez, India Menuez, Anthony Ramos, Ralph Rodriguez, Annabelle Dexter-Jones;United States;December 2, 2016;2016.0;90 min;Dramas, Independent Movies;5.7;10646.0;700000;['Drama'];6.021721;['Killer Films', 'Greencard Pictures', 'Bank Street Films', 'Supermarch├⌐'];2016-09-02;200242.0;88.0;Movie
girlboss;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;94.0;Adult;;Britt Robertson, Ellie Reed, Johnny Simmons, Alphonso Mcauley;United States;April 21, 2017;2017.0;1 Season;TV Comedies;7.0;17525.0;;;;;;;;TV Show
city of god: 10 years later;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2013;;Adult;Cavi Borges, Luciano Vidigal;;Brazil;May 7, 2018;2013.0;69 min;Documentaries, International Movies;6.4;1299.0;;;;;;;;Movie
13 reasons why;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;99.0;Adult;;Dylan Minnette, Katherine Langford, Kate Walsh, Derek Luke, Brian d'Arcy James, Alisha Boe, Christian Navarro, Miles Heizer, Ross Butler, Devin Druid, Michele Selene Ang, Steven Silver, Amy Hargreaves;United States;;2019.0;3 Seasons;Crime TV Shows, TV Dramas, TV Mysteries;7.5;282373.0;;;;;;;;TV Show
sand castle;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;89.0;Adult;Fernando Coimbra;Nicholas Hoult, Logan Marshall-Green, Henry Cavill, Glen Powell, Neil Brown Jr., Beau Knapp, Sammy Sheik, Gonzalo Menendez;United States;April 21, 2017;2017.0;113 min;Action & Adventure, Dramas, Independent Movies;6.3;22854.0;0;['Drama', 'War'];7.823933;['The Mark Gordon Company', 'International Traders', 'Treehouse Pictures'];2017-04-21;0.0;113.0;Movie
salvador martinha - tip of the tongue;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2016;;Adult;;;;;;;;;;;;;;;;;
sandy wexler;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2017;92.0;Teen;Steven Brill;Adam Sandler, Jennifer Hudson, Kevin James, Terry Crews, Rob Schneider, Colin Quinn, Nick Swardson, Lamorne Morris, Arsenio Hall, Jamie Gray Hyder;United States;April 14, 2017;2017.0;131 min;Comedies;5.2;16603.0;0;['Comedy'];10.213483;['Happy Madison Productions', 'NetFlix'];2017-04-14;0.0;130.0;Movie
o amor no div?∩┐╜;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2016;;Adult;;;;;;;;;;;;;;;;;
stronger than the world;NR;This movie has not been rated.;2016;;Unrated;Afonso Poyart;Jos├⌐ Loreto, Cleo Pires, Milhem Cortaz, Jackson Antunes, Claudia Ohana, R├┤mulo Arantes Neto, Paloma Bernardi, Thaila Ayala, Rafinha Bastos, Felipe Titto;Brazil;February 11, 2017;2016.0;123 min;Action & Adventure, Dramas, International Movies;;;;;;;;;;Movie
back and forth;NR;This movie has not been rated.;2016;;Unrated;Jos├⌐ Eduardo Belmonte;Ingrid Guimar├úes, F├íbio Assun├º├úo, Alice Braga, Rosanne Mulholland, Caroline Abras, Jo├úo Assun├º├úo;Brazil;January 5, 2017;2016.0;95 min;Comedies, Dramas, International Movies;;;;;;;;;;Movie
happily married;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2015;;Teen;;;;;;;;;;;;;;;;;
pandora;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2016;;Adult;Jung-woo Park;Nam-gil Kim, Young-ae Kim, Jeong-hee Moon, Joo-hyun Kim, Jin-young Jung, Kyeong-yeong Lee, Shin-il Kang, Dae-Myung Kim, Seung-mok Yoo, Myung-min Kim;South Korea;March 17, 2017;2016.0;137 min;Dramas, International Movies, Thrillers;6.6;7304.0;0;['Thriller', 'Drama', 'Action'];5.131904;['NEW'];2016-12-07;0.0;136.0;Movie
the office (u.s.);TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2012;97.0;Teen;;Steve Carell, John Krasinski, Jenna Fischer, Rainn Wilson, B.J. Novak, Ed Helms, Brian Baumgartner, David Denman, Creed Bratton, Kate Flannery, Mindy Kaling, Angela Kinsey, Paul Lieberstein, Oscar Nu├▒ez, Phyllis Smith;United States;;2012.0;9 Seasons;TV Comedies;;;;;;;;;;TV Show
90210;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2013;62.0;Teen;;;;;;;;;;;;;;;;;
gossip girl;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2012;96.0;Teen;;Blake Lively, Leighton Meester, Penn Badgley, Chace Crawford, Ed Westwick, Kelly Rutherford, Matthew Settle, Taylor Momsen, Jessica Szohr, Zuzanna Szadkowski, Connor Paolo;United States;;2012.0;6 Seasons;TV Dramas, Teen TV Shows;;;;;;;;;;TV Show
parks and recreation;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2015;94.0;Teen;;Amy Poehler, Rashida Jones, Aziz Ansari, Nick Offerman, Aubrey Plaza, Chris Pratt, Jim O'Heir, Retta, Adam Scott, Rob Lowe, Paul Schneider;United States;;2015.0;7 Seasons;TV Comedies;;;;;;;;;;TV Show
glee;TV-PG;Parental guidance suggested. May not be suitable for all children.;2015;92.0;Parental Guidance;;Lea Michele, Chris Colfer, Jane Lynch, Matthew Morrison, Cory Monteith, Naya Rivera, Kevin McHale, Jenna Ushkowitz, Amber Riley, Mark Salling, Heather Morris, Harry Shum Jr., Jayma Mays, Dianna Agron;United States;;2015.0;6 Seasons;TV Comedies, TV Dramas, Teen TV Shows;;;;;;;;;;TV Show
family guy;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2015;98.0;Adult;;;;;;;;;;;;;;;;;
criminal minds;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2016;98.0;Teen;;Mandy Patinkin, Joe Mantegna, Thomas Gibson, Shemar Moore, Matthew Gray Gubler, Kirsten Vangsness, A.J. Cook, Paget Brewster, Lola Glaudini, Jennifer Love Hewitt, Jeanne Tripplehorn;United States, Canada;;2017.0;12 Seasons;Crime TV Shows, TV Dramas, TV Mysteries;8.1;189191.0;;;;;;;;TV Show
friends;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2003;98.0;Teen;;Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry, David Schwimmer;United States;;2003.0;10 Seasons;Classic & Cult TV, TV Comedies;;;;;;;;;;TV Show
the secret life of the american teenager;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2013;81.0;Teen;;;;;;;;;;;;;;;;;
one tree hill;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2011;90.0;Teen;;;;;;;;;;;;;;;;;
shameless (u.s.);TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2016;97.0;Adult;;William H. Macy, Emmy Rossum, Justin Chatwin, Cameron Monaghan, Jeremy Allen White, Shanola Hampton, Steve Howey, Ethan Cutkosky, Emma Kenney, Laura Wiggins, Joan Cusack;United States;;2018.0;9 Seasons;TV Comedies, TV Dramas;;;;;;;;;;TV Show
new girl;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2016;91.0;Teen;;Zooey Deschanel, Jake Johnson, Max Greenfield, Hannah Simone, Lamorne Morris, Damon Wayans Jr.;United States;;2017.0;7 Seasons;Romantic TV Shows, TV Comedies;7.7;216209.0;;;;;;;;TV Show
